Name;Gauss-Krueger E;Gauss-Krueger N
Kollmar, Bielenberg 33;3528815;5957857
Kollmar, Bielenberg 67;3529324;5957019
Kollmar, Bielenberg 9;3528777;5957937
Kollmar, Deichreihe;3530682;5955722
Kollmar, Haarsmühle;3533312;5957073
Kollmar, Kehrweg;3532996;5956294
Kollmar, Kirchreihe;3532749;5955848
Kollmar, Langenbrooker Straße;3534009;5958553
Kollmar, Moorhusen;3534273;5958961
Kollmar, Moorhusen 45;3535489;5958548
Kollmar, Schleuer 9;3529441;5959151
Kollmar, Schleuerdeich;3529088;5958995
Kollmar, Schleuerweg;3530209;5959451
Kollmar, Schule;3531390;5955527
Kollmar, Schulstraße;3531256;5955657
Kollmar, Steindeich 21;3529712;5956447
Kollmar, Steindeich 27;3529759;5956396
Kollmar, Steindeich 73;3530156;5956008
Kollmar, Strohdeich;3531503;5958973
Kollmar, Wendeplatz;3532430;5955229
Kölln-Reisiek, An der Autobahn;3546476;5958614
Kölln-Reisiek, Friedhof;3545953;5958881
Kölln-Reisiek, Kastanienweg;3545870;5958617
Kölln-Reisiek, Lauenberg;3545525;5958599
Kölln-Reisiek, Moortwiete;3545316;5958534
Kölln-Reisiek, Waldweg;3547477;5958540
Kollow, Am Genesungsheim;3597434;5929175
Kollow, Am Vorteich;3597142;5926980
Kollow, Brückenstraße;3597153;5926245
Kollow, Hinter den Teichen;3597180;5927496
Kollow, Hof Amsel;3597285;5928336
Kollow, Schloßstraße;3596980;5926724
Konau;3624989;5903668
König-Georg-Deich;3566183;5927808
Königreich, Estebrügger Straße 40;3548246;5931645
Königreich, Grenzweg;3547548;5932671
Königreich, Königreicher Straße 73;3548653;5933102
Königreich, Kreuzung;3548214;5932334
Königreich, Kreuzung (Elbe-Obst);3548167;5932236
Königreich, Leeswig 101;3550681;5933764
Königreich, Leeswig 47;3550057;5933752
Königreich, Wellenstraße;3549222;5933565
Königsberger Straße;3571801;5944082
Königsmoor, Abzweigung B 75;3540969;5901269
Königsmoor, Abzweigung Fintel;3545520;5899532
Königsmoor, An der Bahn (Moorhalle);3543142;5900012
Königsmoor, Jägerstraße;3544801;5899717
Königsmoor, Moorweg;3542094;5900510
Königsmoor, Nordweg / Mittelweg;3542754;5901243
Königsmoor, Poststraße;3542786;5900209
Königsmoor, Schulstraße;3543815;5899950
Königsmoor, Wümmepark;3542096;5901594
Königstraße;3562650;5935557
Konsul-Ritter-Straße;3564630;5926973
Köpenicker Straße;3575124;5939829
Köppenstraße;3564842;5942210
Korachstraße;3579580;5931683
Koreastraße;3566504;5935138
Kornweg (Klein Borstel);3569793;5945087
Kornweide;3566033;5928259
Köstorf, Haus Nr. 6;3617191;5901090
Köthel (Lauenburg), Billenhof;3600055;5943169
Köthel (Lauenburg), Kirche;3600092;5942984
Köthel (Stormarn), An der Bille;3599573;5942872
Köthel (Stormarn), Mitteltor;3599724;5943203
Kottwitzstraße;3563964;5939244
Kovahl, Alter Rundling;3624370;5896131
Krabbenkamp;3586115;5933367
Kraftwerk Tiefstack;3570971;5933378
Krähenhorst;3552617;5937706
Krähenweg;3563719;5944777
Kranenburg, Dorfpark;3513685;5941631
Kranenburg, Friedhof;3513695;5941214
Kranenburg, Pinnbarg;3513799;5941666
Krankenhaus Groß-Sand;3565498;5930947
Krankenhaus Mariahilf;3562312;5927009
Krankenhaus Tabea;3552465;5937394
Krapphofschleuse;3579064;5926940
Krapphofstraße;3578965;5927723
Kraueler Hauptdeich;3582188;5919181
Kraueler Hauptdeich 261;3582654;5919716
Krausestraße;3570097;5939253
Krausestraße (Mitte);3569976;5939539
Krautsand, Am Ruthenstrom;3526091;5956335
Krautsand, Deichverteidigungsweg;3524678;5959409
Krautsand, Elbinsel Krautsand 12;3525672;5957265
Krautsand, Elbinsel Krautsand 3;3525808;5956876
Krautsand, Elbstraße;3525488;5958067
Krautsand, Fünfhausen;3525532;5957802
Krautsand, Kahlesand;3523196;5958922
Krautsand, Leuchtturmweg;3525118;5958005
Krautsand, Leuchtturmweg (Mitte);3524920;5958373
Krautsand, Oberfeuer;3524738;5958684
Krautsand, Plüschenworth;3524366;5957951
Krautsand, Schanzenstraße;3524118;5958431
Krautsand, Süderstraße;3524818;5957788
Krautsand, Wischhafenersand 6;3523804;5959887
Krautsand, Wischhafenersand 9;3524072;5960362
Krautsand, Wischhafenersandstraße;3523754;5958256
Krempdorf, Austraße;3531235;5966664
Krempdorf, Borsflether Wisch;3530399;5966254
Krempe;3531791;5967131
Krempe, Neuenbrooker Straße (Süd);3532203;5967385
Krempe, Schulzentrum;3532587;5967037
Kremperheide;3531658;5972361
Kremperheide, Bockwisch;3531977;5972415
Kremperheide, Dorfstraße 94;3531557;5973180
Kremperheide, Heideweg;3531755;5973923
Kremperheide, Kirche;3531497;5972986
Kremperheide, Neue Reihe;3531594;5974527
Krempermoor, Wiesengrund;3531476;5972159
Krems I;3583135;5972612
Krems II;3588932;5985096
Krems II, Mittelsfelde;3588122;5984988
Krems II, Obersöhren;3587888;5985929
Krems II, Schönböken (Nord);3588105;5984503
Krems II, Schönböken (Süd);3587881;5984054
Kressenweg;3557874;5939798
Kreuzbrook;3569371;5935498
Kreuzfahrtterminal Altona;3562144;5935153
Kreuzkirche Kirchdorf;3567476;5928845
Kreuzkirche Ottensen;3560830;5936212
Kriegerdankweg;3560387;5945047
Krieterstraße;3567085;5929885
Krögers Treppe (Fischerhaus);3553310;5936633
Krögsberg;3589944;5982874
Krohnstiegtunnel;3565380;5946904
Kronsforde, Forstamt Stadtwald;3606812;5963338
Kronsforde, Kirche;3606966;5964719
Kronsforde, Kronsforder Koppel;3607045;5964923
Kronshorst;3585592;5940336
Kronsmoor, Alte Landstraße 10;3538819;5975307
Kronsmoor, Alte Landstraße 28;3539401;5975403
Kronsmoor, Moordorfer Weg;3539955;5975430
Kroogblöcke;3572788;5936223
Kröppelshagen, Dorfstraße;3587424;5929374
Kröppelshagen, Finkenweg;3587399;5929213
Kröppelshagen, Hünenweg;3587518;5929815
Kröppelshagen, Rehwinkel;3588067;5929478
Krukow, Am Kuhberg;3598672;5921952
Krukow, Im Bohnenbusch;3599259;5922005
Krukow, In der Rieh;3599029;5922293
Krumdal;3552925;5936586
Krummbek, Am Park;3592066;5958533
Krummbek, Erlenweg;3591680;5958229
Krummbek, Gut Krummbek;3592161;5958617
Krümmel, Haferkoppel;3593554;5921343
Krümmel, Nobelplatz;3593419;5920938
Krummendeich, Deckenhausen;3514220;5965751
Krummendeich, Kamp 19;3515429;5965932
Krummendeich, Kamp 9;3514346;5965802
Krummendeich, Landstraße;3513932;5966658
Krummendeich, Wechtern 18;3513015;5965729
Krummendeich, Wechtern 37;3511714;5965467
Krummendeich, Wechterner Weg;3512273;5965570
Krummendeich, Wegefährels;3514294;5966644
Krummendiek;3527533;5979605
Krummer Hagen;3580388;5920074
Krummesse, Beidendorf;3610648;5963206
Krummesse, Butenhof;3608063;5966303
Krummesse, Krummesser Baum;3608252;5962424
Krummesse, Küsterkoppel;3608545;5961996
Krummesse, Moorweg;3608215;5962677
Krummesse, Niemarker Weg;3607854;5964630
Krummesse, Obstgut;3608500;5966965
Krummesse, Preußenkoppel;3608905;5961796
Krummesse, Raiffeisenstraße;3608400;5962169
Krummesse, Ruschweg;3608187;5963050
Krummesse, Schleusenstraße;3607908;5965914
Krummesse, Schule;3608361;5962124
Krummesse, Sportshuus;3608850;5962294
Krummesse, Tannenweg;3609109;5961671
Krummesse, Vorrade;3610325;5966305
Krummesse, Wulfsdorf;3610922;5965539
Krupunder;3557504;5943071
Krusendorf;3623953;5908643
Krüzen, Dorfstraße;3601415;5919335
Krüzen, Feuerwehr;3601632;5920044
Kuddewörde, Am Brink;3592928;5940457
Kuddewörde, Diekskamp;3591807;5938480
Kuddewörde, Gemeindezentrum;3592469;5939796
Kuddewörde, Kirche;3592845;5940476
Kuddewörde, Mühlenredder;3592170;5939347
Kuddewörde, Schule;3592461;5939757
Kuddewörde, Sonnenberg;3592026;5939153
Kudensee;3514125;5977758
Kuehnstraße;3574682;5939570
Kuhlen;3579334;5986974
Kühsen, Dorfstraße;3606733;5951286
Kühsen, Seestraße;3606887;5951374
Kükels, Dorfstraße;3581525;5974477
Kükels, Erster Seeweg;3581106;5975116
Kulenstück;3566100;5947562
Kulpin, Am Teich;3612061;5954498
Kulpin, B 208;3612154;5954877
Kummerfeld, Dorfstraße (Nord);3552132;5952527
Kummerfeld, Gemeindehaus;3552314;5951515
Kummerfeld, Pflegeheim;3552360;5951109
Kummerfeld, Wiesengrund;3552425;5950692
Kundenzentrum Meiendorf;3576674;5944122
Künnekestraße;3578034;5945596
Kunsthalle;3566385;5936483
Kupferhof;3580465;5929249
Kupfermühle;3587541;5959818
Kurfürstendeich;3579883;5926765
Kurfürstenstraße;3572730;5939189
Kurt-A.-Körber-Chaussee (Mitte);3579258;5929280
Kurt-A.-Körber-Chaussee (Ost);3579612;5929263
Kurt-Schumacher-Allee;3567423;5936084
Kurzenmoor, Schulsteig;3541176;5954001
Kurzenmoor 12-14;3541678;5955113
Kurzenmoor 16;3541271;5954603
Kurzenmoor 4;3541709;5955630
Kurzer Kamp;3568447;5945537
Küstersweg;3566806;5923326
Kutenholz;3520599;5926580
Kutenholz, Eggerkamp;3522542;5927111
Kutenholz, Hinrich-Braasch-Weg;3521549;5927864
Kutenholz, Im Ellerbusch;3521252;5928596
Kutenholz, Königsberger Ring;3521770;5928593
Kutenholz, Lange Straße;3520965;5927286
Kutenholz, Ostlandring;3520400;5929099
Kutenholz, Ostpreußenring;3522160;5927355
Kutenholz, Rohrweg;3521228;5928520
Kutenholz, Schule;3521689;5927738
Kutenholz, Ulmenhof;3521377;5927466
KZ-Gedenkstätte (Ausstellung);3581609;5922511
KZ-Gedenkstätte (Klinkerwerk);3581810;5923008
KZ-Gedenkstätte (Mahnmal);3581928;5923297
Laake, Abzweig;3638916;5893530
Laave, Dorf;3638255;5900460
Laave, Siedlung;3636415;5902963
Labenz, Im Ruhwinkel;3600506;5954058
Labenz, Steinhorster Straße;3600893;5954378
Ladekop, Hinterdeich;3542885;5932765
Ladekop, Schule;3544418;5932152
Ladekop, Siedlung;3543655;5932458
Lademannbogen;3568635;5946876
Lademannbogen (Ost);3568665;5946810
Lademannbogen (Süd);3568098;5946214
Lademannbogen (West);3568347;5946774
Lademannbogen 51;3568251;5946267
Lägerdorf, Dorfstraße;3538159;5972785
Lägerdorf, Feuerwehr;3537940;5972705
Lägerdorf, Hermann-Löns-Straße;3537273;5973445
Lägerdorf, Liliencronstraße;3537924;5973394
Lägerdorf, Moorburg;3538552;5972275
Lägerdorf, Schinkel Kreuzung;3537980;5972151
Lägerdorf, Schule;3537613;5973174
Lämmersieth (Mitte);3569826;5939778
Lämmersieth (Nord);3570354;5940246
Landahlweg;3570212;5947722
Landrecht, Kasenort (Schleuse);3527053;5975824
Landrecht, Vereinsstraße;3524373;5978009
Landscheide, Am Bahnhof;3516690;5976605
Landscheide, Birkenallee;3516359;5978096
Landscheide, Flethseer Straße 23a;3516552;5977040
Landscheide, Landscheider Weg;3518201;5976734
Landscheide, Nordbünge;3517557;5976197
Landscheide, Wetterndorf;3517123;5975828
Landungsbrücken;3564407;5935411
Landungsbrücken Brücke 1;3564474;5935244
Landungsbrücken Brücke 2;3564410;5935272
Landungsbrücken Brücke 3;3564360;5935283
Landwehr;3568845;5937146
Langbargheide (Nord);3558794;5941195
Langbargheide (Süd);3559084;5940566
Langeln;3556877;5962653
Langeln, Auf dem Bek;3556715;5962992
Langeln, Butterberg;3557894;5963421
Langeln, Hohenufer;3555786;5962806
Langelner Heidkaten;3557994;5964437
Langeloh, Ort;3552108;5905075
Langelohe, Hauptstraße;3584118;5941107
Langelohe, Horstredder;3584386;5941128
Langelohe, Kindergarten;3584448;5941779
Langelohe, Papendorfer Straße;3584182;5941191
Langelohstraße (Nord);3556153;5938266
Langenberg;3562628;5923512
Langenfelde;3561726;5939120
Langenfelder Damm;3562010;5939443
Langenfelder Damm (Kieler Straße);3561902;5939520
Langenfelder Straße;3562620;5937918
Langenfort;3569632;5941444
Langenhorn Markt;3567341;5946903
Langenhorn Nord;3567339;5948202
Langenlehsten, Dorfstraße (Mitte);3615405;5930477
Langenlehsten, Fortkrug;3615117;5929786
Langenlehsten, Neubergholz;3615665;5931849
Langenlehsten, Wiesengrund;3615564;5931225
Langenlehsten, Zollhof;3615519;5930976
Langenmoor;3543832;5960355
Langenrehm;3569404;5939547
Langenrehm, Am Hamboken;3557233;5918514
Langenrehm, Kabenweg;3557312;5918794
Langer Hagen;3570703;5934351
Langkamp;3557374;5937189
Langniendorf, Gemeinschaftshaus;3599773;5976885
Langniendorf, Hauptstraße 13;3600136;5976797
Langniendorf, Reinsbeker Straße;3600094;5976920
Langniendorf, Steinkoppel;3600368;5976368
Langobardenweg;3564012;5945267
Lankau, Gretenberger Straße;3610159;5949797
Lankau, Höhenweg;3611409;5949814
Lankau, Kalkkuhle (Nord);3611156;5950472
Lanken, Gewerbegebiet;3600819;5934412
Lanken, Kesselflickerstraße;3600557;5934369
Lanze;3606828;5918436
Lapplandring;3577393;5944982
Lärchenallee;3571109;5943964
Lasbek, Wildgrund;3589177;5956831
Lasbek-Dorf, Achterbrook;3589802;5956605
Lasbek-Dorf, In de Eck;3590210;5956705
Lasbek-Dorf, Lehmskuhlenweg;3590010;5956597
Lasbek-Gut, Am Mühlenteich;3588668;5957963
Lasbek-Gut, Lasbeker Straße;3588868;5957551
Laßrönne, Abzweigung Drager Straße;3582855;5917766
Laßrönne, Elbuferstraße;3581323;5918671
Laßrönne, Hakenweg;3581956;5918106
Laßrönne, Wöhrenweg;3581741;5918510
Latendorf, Abzw. Boostedt;3568795;5986750
Latendorf, Alte Landstraße;3569629;5985913
Latendorf, Feuerwehr;3569886;5985426
Latendorf, Hinschenhorn;3570879;5983626
Latendorf, Hinterm Mühlenberg;3570187;5984465
Lattenkamp (Sporthalle);3565924;5941416
Lattenkampstieg;3566076;5941141
Lauenbrück;3537766;5896263
Lauenburg, Albinusstraße;3602902;5916928
Lauenburg, Am Hasenberg;3603606;5917427
Lauenburg, Am Schüsselteich;3603284;5916971
Lauenburg, An de Au;3602373;5917260
Lauenburg, Bergstraße;3603909;5916976
Lauenburg, Beuthener Straße;3602634;5916960
Lauenburg, Buchhorster Weg;3605163;5917307
Lauenburg, Büchsenschinken;3602408;5916942
Lauenburg, Compestraße;3603482;5917723
Lauenburg, Elbkamp;3601526;5916954
Lauenburg, Elbschiffahrtsmuseum;3603425;5916524
Lauenburg, Fährtreppe;3603682;5916547
Lauenburg, Famila;3602699;5918101
Lauenburg, Findorffstraße;3602334;5917600
Lauenburg, Friedhof;3603047;5916995
Lauenburg, Gemeinschaftsschule;3603895;5917402
Lauenburg, Graf-Bernhard-Ring;3602739;5917840
Lauenburg, Großer Sandberg;3604084;5916605
Lauenburg, Grünstraße;3603383;5916851
Lauenburg, Hafenstraße;3604230;5916705
Lauenburg, Heideweg;3604432;5917124
Lauenburg, Industriegebiet;3605630;5917059
Lauenburg, Kanalstraße;3605038;5917463
Lauenburg, Kleiner Sandberg;3604024;5916797
Lauenburg, Lösch- und Ladeplatz;3603859;5916569
Lauenburg, Maxgrund;3604559;5916814
Lauenburg, Moorring;3602040;5917175
Lauenburg, Neustadt;3603265;5916552
Lauenburg, Oberjersdaler Straße;3603201;5917749
Lauenburg, Reeperbahn;3603636;5917147
Lauenburg, Sägemühlenweg;3604931;5916809
Lauenburg, Schleuse;3605299;5917078
Lauenburg, Spitzort;3602951;5917638
Lauenburg, Sportplatz;3602457;5916856
Lauenburg, Triftweg;3603379;5917265
Lauenburg, Welfenring;3602680;5917798
Lauenburg, ZOB;3603510;5916827
Lauenburg(Elbe);3604451;5916478
Lauensteinstraße;3568660;5941468
Lawaetzhaus;3561079;5935153
Lederstraße;3560159;5940180
Leegerwall;3557227;5934547
Leeschenblick;3571010;5943154
Leestahl 2;3613643;5898668
Leezen, Marktplatz;3582427;5971310
Leezen, Neversdorfer Straße;3582475;5971207
Leezen, Schule;3582788;5971656
Leezen, Seestraße;3582658;5971772
Legienstraße;3572687;5935644
Legienstraße (Nord);3573356;5936938
Leharstraße;3575884;5944892
Lehfeld;3580256;5928338
Lehmrade, Am Wiesengrund;3615438;5941806
Lehmrade, Oldenburger Straße;3616090;5941781
Leitstade;3627980;5894713
Lemgrabe, Am Hasenberg;3614051;5894599
Lemgrabe, An der Kleinbahn;3614630;5895243
Lemgrabe, Hauptstraße 32;3613729;5894247
Lemsahler Dorfstraße;3572932;5951077
Lentenau, K 28;3600507;5905899
Lentersweg;3568098;5945811
Lentföhrden;3558619;5972093
Lentföhrden, Feuerwehr;3558172;5971747
Lentföhrden, Kaltenkirchener Straße;3558526;5970981
Lentföhrden, Otterbraack;3558654;5971294
Lenzweg;3562828;5939825
Lerchenberg;3577344;5947524
Leunastraße;3561404;5937511
Leuteritzweg;3570150;5948030
Leversen, Am Teich;3560169;5919619
Leversen, Heidschnuckenweg;3559640;5919798
Leversen, Trift;3559762;5919926
Lichtenauerweg;3562869;5925251
Lichtheimweg;3551993;5937455
Liebermannstraße;3559736;5935309
Liebezeitstraße;3574231;5935173
Liebigstraße (Mitte);3572758;5934003
Liebigstraße 30;3572135;5934175
Liedenkummer Bogen;3551697;5932800
Liegnitzer Straße;3575421;5939353
Lienaustraße;3574379;5944555
Liliencronpark;3576404;5941671
Lilo-Gloeden-Kehre;3577782;5928105
Lily-Braun-Straße;3577988;5929025
Linau, Bollweg 10;3595477;5946741
Linau, Busch (Nord);3595734;5948644
Linau, Busch (Süd);3596218;5947526
Linau, Dorfstraße;3597355;5947021
Linau, Dröge Möhl;3596015;5946779
Linau, Feilberg;3596691;5946675
Lindhorst, Domänenweg;3566020;5916701
Lindhorst, Helmstorfer Straße;3565836;5916436
Lindhorst, Landesstraße;3565515;5916342
Lindhorst, Ringstraße;3565967;5916320
Lippeltstraße;3567414;5935374
Lisbeth-Bruhn-Straße;3577931;5928835
Lockstedt, Am Harr;3545093;5986387
Lockstedt, Kellinghusener Weg;3545015;5986058
Lockstedt, Springhoe;3544179;5985047
Lohbarbek;3541819;5979672
Lohbergen, B3 Auf der Horst;3553132;5907460
Lohbergen, Waldheim;3552996;5906475
Lohbrügger Kirche;3579800;5930235
Lohbrügger Kirchstraße;3579887;5930350
Lohbrügger Markt;3580216;5929934
Lohbrügger Weg;3580077;5930680
Lohe;3573100;5953615
Lohengrinweg;3549939;5939823
Loher Straße;3575881;5940895
Lohkamp;3574512;5933895
Lohkampstraße 45;3559567;5942435
Lohkoppelweg;3563252;5940509
Lohmannsweg;3563605;5926255
Lohmühlenstraße;3567606;5936620
Lokfeld;3599228;5965369
Lokfelder Heckkaten (Nord);3598546;5966067
Lokfelder Heckkaten (Süd);3598901;5965604
Lokstedter Weg;3565220;5940930
Looft, Dorfstraße;3534250;5988696
Looft, Pöschendorfer Straße;3534387;5988802
Looft, Schulstraße;3534481;5988761
Looft, Teichkate;3535234;5988659
Löwenstraße (Facharztklinik);3564421;5939985
Lübberstedt, Feuerwehr;3573582;5896717
Lübberstedt, Hinterm Kirchfeld;3573928;5896724
Lübberstedt, Wischenstieg;3573899;5896658
Lübbersweg;3563533;5925348
Lübeck Hbf;3610007;5972096
Lübecker Straße;3568243;5937007
Lüben;3624143;5893283
Lüchow;3601134;5952140
Luckmoor;3557363;5940970
Lüdersburg, Abzweigung Jürgenstorf;3606327;5912142
Lüdersburg, Bachkoppelweg;3604922;5910765
Lüdersburg, Kirchtwiete;3604940;5910989
Lüdershausen, Alte Salzstraße;3597009;5914204
Lüdersring;3558685;5940970
Luetkensallee;3572873;5938661
Lufthansa-Basis;3566076;5943709
Lufthansa-Basis (Haupteingang);3566035;5943819
Luhdorf, Dorfeck;3579944;5911869
Luhdorf, Feuerwehrhaus;3579849;5911634
Luhdorf, Hinterm Böge;3580120;5912383
Lühmannstraße;3562977;5925540
Luhmühlen, Am Brink;3579747;5899199
Luhmühlen, Röndahler Weg;3580138;5899502
Luisen-Gymnasium;3581549;5929648
Luisenweg;3569439;5935702
Lüllau, Kohlhoff;3561228;5906798
Lüllau, Seevebrücke;3560979;5906478
Lüllau, Wiedenhof;3561780;5907342
Lüneburg;3594850;5902940
Lüneburg, Abzweigung Ebensberg;3597573;5904614
Lüneburg, Ahornweg;3596067;5902580
Lüneburg, Albert-Schweitzer-Straße;3594276;5904423
Lüneburg, Alec-Moore-Straße;3592298;5902525
Lüneburg, Allensteiner Straße;3597731;5904557
Lüneburg, Am Bäckfeld;3592831;5899213
Lüneburg, Am Bahnhof Rettmer;3592383;5899505
Lüneburg, Am Bargenturm;3593433;5902396
Lüneburg, Am Eiskeller;3592530;5901372
Lüneburg, Am Elsenbruch;3593676;5900082
Lüneburg, Am Graalwall;3593665;5903020
Lüneburg, Am Graben;3594692;5904810
Lüneburg, Am Grasweg;3592725;5902479
Lüneburg, Am Kreideberg;3593740;5903491
Lüneburg, Am Sande;3594251;5902678
Lüneburg, Am Schützenplatz;3595092;5902803
Lüneburg, Am Schwalbenberg;3595017;5902504
Lüneburg, Am Springintgut;3593533;5903124
Lüneburg, Am Wildgehege;3592804;5904697
Lüneburg, Am Wischfeld;3592819;5898594
Lüneburg, Am Ziegeleiteich;3598301;5904108
Lüneburg, An der Roten Bleiche (Universität);3594417;5901687
Lüneburg, Anna-Vogeley-Heim;3593476;5900154
Lüneburg, Artlenburger Landstraße;3595283;5906174
Lüneburg, Auf dem Knieberg;3592789;5901294
Lüneburg, Auf dem Schmaarkamp;3594304;5904113
Lüneburg, Auf den Blöcken;3597620;5901669
Lüneburg, Auf der Hude;3594403;5903865
Lüneburg, Bachstraße;3596212;5902670
Lüneburg, Behördenzentrum Ost;3595571;5903070
Lüneburg, Bei der Pferdehütte;3593788;5905595
Lüneburg, Bei Mönchsgarten;3592878;5903235
Lüneburg, Bernhard-Riemann-Straße;3593948;5900041
Lüneburg, Bernsteinstraße;3592685;5905833
Lüneburg, Bessemerstraße;3594322;5905142
Lüneburg, Blücherstraße;3593561;5900784
Lüneburg, Blümchensaal;3595068;5902200
Lüneburg, Böcklerstraße (TÜV);3594104;5905336
Lüneburg, Boizenburger Straße;3593416;5903755
Lüneburg, Brockwinkler Weg;3592588;5903689
Lüneburg, Bülows Kamp;3596637;5900926
Lüneburg, Bunsenstraße;3596268;5902913
Lüneburg, Bürgeramt;3594136;5903165
Lüneburg, Carl-von-Ossietzky-Straße;3593698;5900418
Lüneburg, Clamartpark;3594152;5902459
Lüneburg, Dessauer Straße;3593586;5904485
Lüneburg, Dörnbergstraße;3593096;5903050
Lüneburg, Ebelingweg;3592902;5904141
Lüneburg, EDEKA;3594906;5906420
Lüneburg, Eintracht-Sportplatz;3592649;5899712
Lüneburg, Eisenbahnbrücke;3594760;5904329
Lüneburg, Eisenwerk;3598499;5902910
Lüneburg, Elbinger Straße;3593676;5904317
Lüneburg, Elso-Klöver-Straße;3598717;5902460
Lüneburg, Ernst-Braune-Straße;3592771;5901748
Lüneburg, Feldstraße (Universität);3594472;5902088
Lüneburg, Finanzamt;3594314;5903552
Lüneburg, Flugplatz;3597301;5902600
Lüneburg, Freibad;3596356;5901972
Lüneburg, Friedrich-Ludwig-Jahn-Straße;3594071;5901267
Lüneburg, Gaußstraße;3593877;5899858
Lüneburg, Gebrüder-Heyn-Straße;3597974;5902817
Lüneburg, Gellersstraße;3595491;5902733
Lüneburg, GHS Kreideberg;3593358;5904237
Lüneburg, Ginsterweg;3593297;5900992
Lüneburg, Goebelstraße;3594601;5905014
Lüneburg, Goethestraße;3594243;5901281
Lüneburg, Goseburgstraße;3594705;5904550
Lüneburg, Graf-von-Moltke-Straße;3596191;5901497
Lüneburg, Gut Olm;3597129;5904280
Lüneburg, Häcklinger Weg;3592715;5899525
Lüneburg, Hagemannsweg;3593341;5906381
